Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00010_00012.ppm;38;37;5;6;32;31;21
00003_00018.ppm;55;51;6;6;50;46;21
00007_00028.ppm;127;113;11;10;116;104;21
00004_00009.ppm;37;33;5;5;32;28;21
00010_00001.ppm;29;29;6;6;24;24;21
00009_00024.ppm;84;82;8;8;77;75;21
00008_00013.ppm;57;48;5;5;52;43;21
00004_00017.ppm;42;38;6;5;37;33;21
00000_00012.ppm;48;46;5;6;43;41;21
00008_00002.ppm;48;46;6;5;43;41;21
00006_00015.ppm;44;41;6;6;39;36;21
00003_00015.ppm;47;45;5;6;42;40;21
00002_00019.ppm;49;45;6;6;44;40;21
00007_00013.ppm;46;45;5;6;41;40;21
00010_00013.ppm;40;37;6;5;35;32;21
00005_00025.ppm;84;76;7;7;77;70;21
00000_00016.ppm;56;51;6;5;51;46;21
00009_00010.ppm;43;42;5;6;37;36;21
00008_00019.ppm;79;67;7;6;72;61;21
00010_00024.ppm;75;71;6;7;69;65;21
00004_00020.ppm;49;43;6;5;44;38;21
00006_00027.ppm;97;88;9;8;89;80;21
00009_00006.ppm;39;37;6;5;34;32;21
00007_00003.ppm;34;35;5;6;29;29;21
00001_00028.ppm;106;84;9;7;97;77;21
00006_00000.ppm;32;32;5;6;27;27;21
00000_00014.ppm;51;48;5;5;46;43;21
00009_00013.ppm;46;46;6;6;41;40;21
00004_00004.ppm;33;31;6;6;28;26;21
00009_00009.ppm;41;41;5;6;36;36;21
00001_00002.ppm;34;31;6;5;29;26;21
00009_00025.ppm;92;86;8;8;84;79;21
00006_00017.ppm;47;45;6;6;42;40;21
00005_00011.ppm;38;36;5;5;33;31;21
00001_00016.ppm;46;43;6;5;41;38;21
00000_00000.ppm;34;34;5;5;29;29;21
00007_00029.ppm;148;136;12;12;136;125;21
00009_00000.ppm;32;33;5;6;27;28;21
00009_00003.ppm;35;34;5;5;30;29;21
00001_00018.ppm;49;45;5;6;44;40;21
00009_00002.ppm;35;35;6;6;30;30;21
00005_00019.ppm;54;51;5;5;49;46;21
00008_00016.ppm;63;54;5;5;58;49;21
00003_00001.ppm;31;30;6;5;26;25;21
00000_00017.ppm;58;54;6;6;53;49;21
00001_00029.ppm;116;88;11;7;106;81;21
00000_00008.ppm;42;42;5;6;37;36;21
