Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00010_00024.ppm;46;44;6;5;41;39;38
00053_00028.ppm;50;50;5;5;45;45;38
00057_00007.ppm;34;37;5;6;28;31;38
00013_00014.ppm;34;34;6;5;29;29;38
00061_00006.ppm;37;38;6;5;32;33;38
00004_00029.ppm;76;82;7;8;70;75;38
00036_00004.ppm;49;46;6;5;44;41;38
00064_00021.ppm;51;55;5;6;46;50;38
00068_00026.ppm;81;82;7;8;74;75;38
00052_00028.ppm;77;121;7;10;71;111;38
00012_00006.ppm;26;26;5;5;21;21;38
00013_00015.ppm;34;34;5;5;28;29;38
00009_00008.ppm;39;37;6;6;34;32;38
00064_00015.ppm;40;41;6;5;35;36;38
00006_00013.ppm;65;80;6;7;60;73;38
00039_00014.ppm;37;38;6;6;32;33;38
00014_00020.ppm;45;46;6;6;39;41;38
00055_00019.ppm;66;68;6;6;60;62;38
00031_00014.ppm;48;48;5;5;43;43;38
00006_00009.ppm;62;77;6;7;56;70;38
00062_00019.ppm;44;43;6;5;39;38;38
00047_00002.ppm;27;26;6;5;22;21;38
00028_00027.ppm;33;33;5;5;28;28;38
00054_00019.ppm;44;47;6;6;39;42;38
00026_00016.ppm;30;31;5;6;25;26;38
00039_00006.ppm;31;32;6;6;26;27;38
00047_00014.ppm;30;30;5;6;25;25;38
00063_00010.ppm;32;33;5;6;27;28;38
00065_00028.ppm;74;75;6;7;68;69;38
00050_00016.ppm;34;37;5;6;29;32;38
00017_00020.ppm;48;45;6;5;43;40;38
00034_00025.ppm;60;63;6;5;55;58;38
00055_00000.ppm;48;48;6;6;43;43;38
00001_00021.ppm;53;69;6;6;48;63;38
00056_00018.ppm;60;64;5;6;55;59;38
00044_00005.ppm;40;40;6;6;35;35;38
00050_00003.ppm;31;33;5;5;26;28;38
00034_00008.ppm;32;32;6;6;27;27;38
00026_00027.ppm;35;37;6;6;30;32;38
00040_00004.ppm;45;48;6;5;40;43;38
00025_00019.ppm;42;42;6;6;37;37;38
00022_00004.ppm;31;31;6;6;26;26;38
00003_00009.ppm;42;43;6;5;36;37;38
00012_00009.ppm;29;28;6;5;24;23;38
00021_00027.ppm;61;62;6;6;56;57;38
00054_00011.ppm;36;36;6;6;31;31;38
00017_00002.ppm;32;32;5;5;27;27;38
