Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00034_00028.ppm;155;134;14;11;141;123;11
00019_00008.ppm;34;30;5;6;29;25;11
00039_00023.ppm;56;51;6;5;51;46;11
00025_00002.ppm;30;29;6;5;25;24;11
00015_00026.ppm;66;62;6;6;60;56;11
00015_00014.ppm;36;35;6;5;31;30;11
00035_00023.ppm;75;79;7;7;69;72;11
00000_00018.ppm;49;44;5;6;44;39;11
00023_00021.ppm;59;53;6;6;54;48;11
00008_00022.ppm;89;81;8;8;82;74;11
00023_00019.ppm;54;49;6;5;49;44;11
00019_00029.ppm;61;59;6;6;56;54;11
00041_00007.ppm;39;37;6;6;34;32;11
00039_00001.ppm;30;29;5;5;24;23;11
00019_00022.ppm;47;43;6;6;42;38;11
00025_00010.ppm;38;35;5;6;33;30;11
00014_00008.ppm;38;37;6;6;33;32;11
00017_00026.ppm;91;81;8;7;83;74;11
00037_00028.ppm;73;77;6;6;67;70;11
00024_00005.ppm;34;32;5;5;29;27;11
00043_00003.ppm;35;37;5;5;30;32;11
00012_00027.ppm;152;138;13;12;138;126;11
00002_00023.ppm;147;134;12;12;135;123;11
00029_00018.ppm;81;74;8;7;74;67;11
00042_00000.ppm;32;31;6;5;27;26;11
00006_00007.ppm;32;29;6;5;27;23;11
00034_00027.ppm;138;120;12;10;126;110;11
00019_00018.ppm;39;35;5;6;34;30;11
00026_00005.ppm;52;48;6;5;47;43;11
00007_00014.ppm;58;54;5;6;52;49;11
00017_00023.ppm;71;64;7;6;65;59;11
00020_00019.ppm;64;58;6;6;59;53;11
00007_00010.ppm;53;49;5;5;48;44;11
00022_00003.ppm;53;50;6;6;48;45;11
00004_00018.ppm;64;61;6;5;59;56;11
00038_00006.ppm;52;46;6;5;47;41;11
00013_00025.ppm;92;86;8;7;84;79;11
00025_00019.ppm;51;47;5;6;46;42;11
00020_00007.ppm;39;37;5;5;34;32;11
00019_00000.ppm;29;27;6;6;24;22;11
00008_00014.ppm;65;60;6;6;60;54;11
00012_00012.ppm;50;49;5;6;45;44;11
00017_00014.ppm;40;38;5;5;35;33;11
00034_00009.ppm;45;44;6;6;39;38;11
00020_00027.ppm;129;113;11;10;118;104;11
00043_00011.ppm;41;40;6;5;36;35;11
