Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00051_00013.ppm;43;40;6;5;38;35;13
00026_00022.ppm;55;76;6;6;50;70;13
00033_00021.ppm;75;65;6;5;69;59;13
00016_00014.ppm;52;48;5;6;47;43;13
00047_00017.ppm;81;73;7;7;74;67;13
00007_00013.ppm;48;44;6;6;43;39;13
00060_00012.ppm;49;45;5;6;44;40;13
00068_00002.ppm;55;48;6;5;50;43;13
00021_00016.ppm;45;39;6;6;39;34;13
00001_00007.ppm;33;35;5;6;28;30;13
00034_00009.ppm;37;35;6;6;32;29;13
00056_00001.ppm;48;45;6;6;43;40;13
00022_00007.ppm;50;50;6;6;45;45;13
00063_00023.ppm;61;57;6;6;56;52;13
00050_00009.ppm;31;33;5;6;26;28;13
00003_00025.ppm;131;119;12;11;120;109;13
00025_00021.ppm;63;58;5;6;58;53;13
00064_00016.ppm;32;33;5;6;27;28;13
00065_00022.ppm;69;60;6;5;63;55;13
00047_00018.ppm;81;73;7;7;74;67;13
00050_00021.ppm;64;67;5;6;59;61;13
00056_00000.ppm;47;43;5;5;42;38;13
00029_00018.ppm;44;41;6;6;38;35;13
00060_00006.ppm;42;38;6;6;37;33;13
00016_00019.ppm;62;58;5;5;57;53;13
00032_00009.ppm;44;38;5;5;38;32;13
00058_00024.ppm;43;48;5;5;38;42;13
00068_00013.ppm;75;58;7;6;69;53;13
00017_00012.ppm;56;51;6;6;51;46;13
00009_00026.ppm;74;71;7;7;68;65;13
00058_00028.ppm;53;59;6;6;47;54;13
00028_00015.ppm;49;45;6;5;44;40;13
00031_00013.ppm;36;33;6;6;31;28;13
00024_00012.ppm;47;44;6;5;42;39;13
00061_00007.ppm;53;51;5;6;48;45;13
00046_00019.ppm;58;57;6;6;53;52;13
00042_00004.ppm;37;33;5;6;32;28;13
00005_00008.ppm;32;33;5;5;27;28;13
00003_00009.ppm;39;39;6;6;34;34;13
00016_00005.ppm;41;36;6;5;36;31;13
00043_00014.ppm;50;45;6;5;45;40;13
00012_00010.ppm;48;44;6;6;43;39;13
00001_00010.ppm;36;37;6;6;31;32;13
00011_00012.ppm;42;49;5;5;37;44;13
00032_00017.ppm;65;48;6;5;59;43;13
00033_00008.ppm;41;38;5;5;35;32;13
