Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00002_00012.ppm;54;58;5;5;48;53;39
00007_00007.ppm;58;61;5;6;52;55;39
00002_00002.ppm;48;52;6;5;43;47;39
00001_00006.ppm;28;29;5;5;23;24;39
00001_00016.ppm;37;40;5;6;32;34;39
00006_00002.ppm;28;30;5;6;23;25;39
00008_00007.ppm;35;34;6;5;30;29;39
00002_00016.ppm;57;62;6;5;52;57;39
00001_00026.ppm;52;54;5;6;47;49;39
00004_00015.ppm;42;44;5;5;37;39;39
00009_00011.ppm;32;34;5;5;27;29;39
00008_00016.ppm;42;41;6;6;36;36;39
00009_00006.ppm;30;31;6;5;25;25;39
00009_00022.ppm;47;51;6;6;42;46;39
00004_00014.ppm;39;43;5;6;34;38;39
00006_00012.ppm;31;32;5;5;26;27;39
00001_00013.ppm;35;36;6;6;29;31;39
00003_00025.ppm;74;73;7;6;68;67;39
00009_00000.ppm;27;28;6;5;21;22;39
00008_00001.ppm;33;34;6;6;28;29;39
00001_00023.ppm;45;48;5;6;40;42;39
00004_00020.ppm;52;55;5;6;47;50;39
00003_00008.ppm;33;32;6;5;28;27;39
00000_00001.ppm;81;81;7;7;74;74;39
00009_00015.ppm;38;39;6;5;33;34;39
00006_00008.ppm;31;31;6;5;26;25;39
00008_00029.ppm;98;105;8;9;90;96;39
00003_00021.ppm;51;51;6;5;46;46;39
00003_00026.ppm;83;84;8;8;76;77;39
00007_00013.ppm;64;69;5;7;59;63;39
00003_00000.ppm;27;25;6;5;22;20;39
00006_00026.ppm;41;41;5;5;36;36;39
00002_00014.ppm;55;60;5;6;50;55;39
00005_00016.ppm;46;46;5;5;41;41;39
00002_00017.ppm;60;64;6;5;55;58;39
00003_00012.ppm;36;36;5;5;30;30;39
00005_00023.ppm;62;61;6;5;57;56;39
00008_00011.ppm;36;37;5;6;30;32;39
00003_00019.ppm;46;46;6;5;41;41;39
00007_00016.ppm;71;74;7;7;65;68;39
00001_00000.ppm;25;27;5;5;20;22;39
00002_00010.ppm;53;57;6;5;47;51;39
00005_00013.ppm;43;43;6;6;38;38;39
00003_00005.ppm;30;31;5;6;25;26;39
00007_00014.ppm;68;70;6;6;62;64;39
00001_00007.ppm;30;31;6;6;25;26;39
00005_00012.ppm;40;40;5;5;35;35;39
