Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00003_00006.ppm;27;28;5;5;22;22;32
00002_00009.ppm;35;35;6;6;29;29;32
00006_00003.ppm;29;30;5;6;24;25;32
00007_00023.ppm;48;47;6;5;43;42;32
00006_00010.ppm;34;33;6;5;28;27;32
00001_00011.ppm;33;33;5;6;28;28;32
00003_00018.ppm;39;40;6;5;34;35;32
00000_00003.ppm;27;27;5;5;22;22;32
00000_00023.ppm;58;56;6;6;53;51;32
00004_00011.ppm;32;32;5;5;27;27;32
00007_00026.ppm;59;57;5;5;54;52;32
00005_00010.ppm;30;32;6;6;25;27;32
00004_00020.ppm;48;47;6;5;43;42;32
00006_00019.ppm;43;42;6;5;37;36;32
00001_00004.ppm;27;28;5;6;22;23;32
00004_00005.ppm;28;30;5;5;23;25;32
00005_00006.ppm;28;30;5;6;23;25;32
00005_00026.ppm;38;41;6;5;33;35;32
00005_00021.ppm;34;35;6;5;29;30;32
00004_00018.ppm;42;42;5;5;36;37;32
00000_00009.ppm;29;30;5;5;24;25;32
00000_00017.ppm;39;39;5;5;34;34;32
00005_00008.ppm;30;32;6;6;24;26;32
00007_00018.ppm;40;39;6;5;35;34;32
00001_00015.ppm;35;35;5;6;30;30;32
00000_00008.ppm;29;30;5;5;24;25;32
00001_00018.ppm;38;36;6;5;33;31;32
00003_00021.ppm;44;47;6;5;39;42;32
00005_00013.ppm;31;34;5;6;25;28;32
00004_00029.ppm;109;111;9;10;100;102;32
00001_00008.ppm;32;30;6;5;26;25;32
00004_00001.ppm;27;28;5;6;22;23;32
00005_00000.ppm;26;27;6;6;21;21;32
00002_00018.ppm;44;44;5;6;39;39;32
00002_00025.ppm;64;60;6;5;59;55;32
00002_00016.ppm;41;41;6;6;36;36;32
00007_00005.ppm;30;29;6;5;25;24;32
00002_00013.ppm;38;37;6;5;32;31;32
00007_00001.ppm;27;27;6;6;22;22;32
00002_00019.ppm;46;45;6;6;41;40;32
00003_00000.ppm;27;27;6;6;21;22;32
00007_00012.ppm;32;33;5;5;27;28;32
00003_00012.ppm;33;35;6;6;28;30;32
00004_00000.ppm;26;27;5;6;21;22;32
00005_00001.ppm;25;26;5;5;20;21;32
00003_00014.ppm;36;38;6;6;30;33;32
00001_00023.ppm;45;43;6;6;40;38;32
