Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00006_00026.ppm;92;96;8;9;83;87;14
00019_00024.ppm;99;104;8;9;91;94;14
00021_00023.ppm;86;92;8;9;79;84;14
00025_00016.ppm;42;43;6;5;37;37;14
00016_00004.ppm;58;57;6;5;53;52;14
00011_00024.ppm;81;82;7;8;74;74;14
00002_00018.ppm;48;48;6;6;43;43;14
00020_00003.ppm;43;47;6;6;38;42;14
00007_00006.ppm;39;38;6;5;34;33;14
00021_00017.ppm;55;56;5;5;50;51;14
00001_00022.ppm;96;99;9;9;88;91;14
00011_00006.ppm;44;44;6;5;38;39;14
00025_00020.ppm;48;49;5;5;42;43;14
00000_00006.ppm;54;52;6;5;49;47;14
00013_00006.ppm;45;46;6;6;40;41;14
00009_00004.ppm;28;33;5;6;23;27;14
00025_00021.ppm;49;51;5;6;44;46;14
00008_00000.ppm;29;33;5;5;24;28;14
00022_00020.ppm;62;71;5;6;57;65;14
00016_00025.ppm;88;88;8;8;81;81;14
00024_00029.ppm;61;60;6;5;56;55;14
00018_00018.ppm;76;78;6;7;69;71;14
00013_00020.ppm;94;94;8;9;86;86;14
00001_00023.ppm;108;110;9;10;98;101;14
00023_00011.ppm;46;47;5;5;41;42;14
00013_00004.ppm;41;41;6;5;36;36;14
00000_00029.ppm;172;171;14;15;158;157;14
00003_00000.ppm;41;43;5;6;36;38;14
00015_00001.ppm;33;32;6;5;28;27;14
00002_00024.ppm;59;59;5;5;54;54;14
00022_00000.ppm;35;37;6;6;30;32;14
00005_00023.ppm;68;68;6;6;62;62;14
00016_00020.ppm;73;73;7;7;67;67;14
00022_00008.ppm;42;43;6;5;37;38;14
00017_00009.ppm;33;34;5;6;28;29;14
00025_00000.ppm;27;28;5;5;22;23;14
00002_00021.ppm;54;53;6;5;49;48;14
00013_00014.ppm;74;75;6;6;68;69;14
00006_00008.ppm;37;37;5;5;32;31;14
00020_00011.ppm;55;60;5;6;50;54;14
00009_00009.ppm;35;37;5;5;30;32;14
00020_00009.ppm;50;54;5;6;45;49;14
00011_00014.ppm;49;50;5;6;44;45;14
00021_00019.ppm;61;60;6;5;55;55;14
00025_00014.ppm;38;38;5;5;33;33;14
00023_00001.ppm;36;37;5;6;31;32;14
