Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00016_00019.ppm;63;63;6;5;58;58;35
00036_00024.ppm;57;56;5;6;52;51;35
00024_00000.ppm;31;31;6;5;26;26;35
00036_00005.ppm;29;31;5;6;24;26;35
00019_00023.ppm;46;46;6;5;41;41;35
00027_00007.ppm;32;31;6;5;26;26;35
00019_00029.ppm;62;65;6;6;57;60;35
00015_00019.ppm;52;50;6;5;46;45;35
00031_00014.ppm;35;35;6;6;29;30;35
00002_00010.ppm;34;35;5;5;28;29;35
00026_00029.ppm;130;131;11;11;119;120;35
00000_00023.ppm;75;76;7;6;69;70;35
00019_00005.ppm;27;29;5;6;22;24;35
00002_00013.ppm;36;37;6;6;31;32;35
00021_00027.ppm;96;94;8;8;88;86;35
00000_00026.ppm;94;99;8;8;86;91;35
00011_00007.ppm;33;33;6;5;28;28;35
00014_00013.ppm;40;39;6;5;35;34;35
00008_00026.ppm;93;87;9;7;85;80;35
00019_00028.ppm;57;60;5;6;52;55;35
00018_00020.ppm;41;42;5;5;36;37;35
00026_00015.ppm;44;44;5;5;39;39;35
00031_00016.ppm;35;37;5;6;30;32;35
00024_00001.ppm;29;31;5;5;24;26;35
00009_00012.ppm;36;37;6;5;31;31;35
00024_00004.ppm;33;34;6;5;28;29;35
00010_00002.ppm;39;41;5;6;34;36;35
00004_00007.ppm;31;30;6;5;26;25;35
00025_00000.ppm;30;29;6;5;25;24;35
00033_00007.ppm;29;31;5;5;24;25;35
00003_00001.ppm;27;27;6;6;22;22;35
00029_00024.ppm;55;58;6;6;50;53;35
00034_00018.ppm;39;41;6;5;34;36;35
00034_00028.ppm;42;50;5;6;36;45;35
00039_00024.ppm;75;77;6;7;69;71;35
00035_00006.ppm;32;31;6;6;27;26;35
00015_00005.ppm;33;34;6;6;28;29;35
00018_00005.ppm;32;30;6;5;26;25;35
00035_00009.ppm;34;34;6;6;29;28;35
00027_00018.ppm;40;42;5;5;35;36;35
00010_00029.ppm;85;86;8;8;78;79;35
00006_00016.ppm;43;44;6;5;38;38;35
00023_00010.ppm;36;35;6;5;31;30;35
00003_00007.ppm;29;29;6;6;24;24;35
00003_00027.ppm;45;51;5;6;39;46;35
00024_00015.ppm;36;38;5;5;31;33;35
00034_00026.ppm;42;48;6;5;37;42;35
