Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00003_00000.ppm;28;27;6;5;23;22;37
00005_00010.ppm;49;49;5;5;43;44;37
00001_00005.ppm;31;32;5;6;26;27;37
00000_00019.ppm;44;44;5;6;39;38;37
00000_00020.ppm;46;46;6;6;41;41;37
00006_00017.ppm;61;62;6;5;55;57;37
00002_00011.ppm;40;39;5;5;35;34;37
00000_00000.ppm;36;36;6;6;31;31;37
00000_00027.ppm;54;51;6;5;48;46;37
00000_00011.ppm;40;40;5;5;35;35;37
00002_00029.ppm;136;134;12;12;125;123;37
00005_00015.ppm;61;61;6;6;56;56;37
00002_00025.ppm;109;107;9;9;100;98;37
00002_00000.ppm;26;26;5;5;21;21;37
00000_00012.ppm;41;40;6;5;36;35;37
00004_00003.ppm;26;28;5;6;21;22;37
00003_00005.ppm;32;32;6;6;26;26;37
00001_00002.ppm;30;29;6;5;25;24;37
00002_00022.ppm;86;85;7;7;79;78;37
00001_00008.ppm;36;34;6;5;30;29;37
00006_00006.ppm;42;47;5;6;37;41;37
00006_00021.ppm;64;71;6;6;59;64;37
00006_00013.ppm;51;57;5;6;46;51;37
00002_00027.ppm;124;122;11;11;114;112;37
00004_00020.ppm;43;45;6;6;38;39;37
00005_00025.ppm;93;95;8;9;85;87;37
00001_00016.ppm;50;47;6;5;45;42;37
00000_00015.ppm;43;42;6;5;38;37;37
00002_00012.ppm;43;42;6;6;38;37;37
00005_00008.ppm;45;45;6;5;40;40;37
00001_00019.ppm;55;55;6;5;50;50;37
00005_00005.ppm;41;43;5;5;36;38;37
00006_00022.ppm;69;75;6;7;62;68;37
00000_00003.ppm;37;36;6;5;32;31;37
00003_00016.ppm;41;42;5;6;36;36;37
00004_00016.ppm;37;39;5;6;32;34;37
00003_00024.ppm;54;54;5;5;48;49;37
00006_00003.ppm;42;43;6;6;37;38;37
00002_00023.ppm;95;94;8;9;87;86;37
00001_00025.ppm;76;75;7;6;70;69;37
00004_00018.ppm;41;41;6;6;35;36;37
00005_00016.ppm;61;62;5;6;56;57;37
00005_00023.ppm;86;85;8;7;78;77;37
00002_00026.ppm;117;116;10;11;107;106;37
00005_00027.ppm;106;106;10;10;97;96;37
00006_00008.ppm;45;48;6;5;40;43;37
00003_00003.ppm;32;31;6;5;26;25;37
