Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00019_00006.ppm;31;32;5;5;26;27;33
00002_00013.ppm;45;44;5;5;39;38;33
00015_00007.ppm;30;34;5;6;24;29;33
00017_00020.ppm;42;61;5;6;37;55;33
00003_00022.ppm;60;63;6;6;55;58;33
00011_00004.ppm;32;32;5;5;27;27;33
00003_00013.ppm;42;44;6;5;37;39;33
00018_00019.ppm;39;55;5;5;34;50;33
00003_00001.ppm;31;30;6;5;26;25;33
00019_00010.ppm;33;34;6;6;28;29;33
00007_00001.ppm;41;41;5;5;36;36;33
00014_00020.ppm;41;45;5;6;36;39;33
00012_00007.ppm;36;34;5;5;31;29;33
00010_00000.ppm;27;28;6;5;22;22;33
00002_00023.ppm;71;69;7;6;65;63;33
00020_00002.ppm;28;28;5;5;23;23;33
00004_00026.ppm;74;80;6;8;68;73;33
00012_00025.ppm;43;40;6;6;38;35;33
00002_00028.ppm;122;120;10;11;111;109;33
00014_00024.ppm;44;45;6;6;38;40;33
00013_00004.ppm;43;42;6;5;38;37;33
00001_00008.ppm;31;30;5;5;25;25;33
00006_00025.ppm;93;93;9;9;85;85;33
00013_00026.ppm;91;88;8;7;83;81;33
00021_00003.ppm;35;36;6;5;30;31;33
00012_00016.ppm;37;37;5;5;32;31;33
00004_00016.ppm;43;43;6;5;38;38;33
00010_00014.ppm;36;35;6;5;31;30;33
00005_00017.ppm;71;70;7;7;65;64;33
00019_00009.ppm;32;34;5;6;26;28;33
00013_00012.ppm;50;49;6;5;45;44;33
00006_00026.ppm;104;103;10;9;95;94;33
00015_00026.ppm;50;64;6;6;44;58;33
00019_00008.ppm;33;33;6;5;27;27;33
00021_00007.ppm;36;39;5;5;30;33;33
00000_00018.ppm;31;32;5;6;26;27;33
00003_00028.ppm;98;98;9;8;90;90;33
00016_00005.ppm;38;40;6;5;33;35;33
00016_00003.ppm;38;40;6;5;33;35;33
00019_00014.ppm;34;34;6;5;29;29;33
00002_00003.ppm;44;39;6;5;38;34;33
00003_00016.ppm;45;47;6;5;40;42;33
00002_00009.ppm;41;40;6;6;36;35;33
00012_00003.ppm;35;33;5;6;30;28;33
00009_00008.ppm;80;82;7;8;73;75;33
00007_00007.ppm;50;51;5;5;45;45;33
00021_00001.ppm;35;36;6;5;30;31;33
