Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00002_00003.ppm;31;33;5;5;26;28;41
00003_00005.ppm;41;41;6;5;36;36;41
00006_00006.ppm;30;30;6;6;25;25;41
00004_00029.ppm;73;74;6;7;67;68;41
00004_00009.ppm;32;31;6;5;27;26;41
00001_00025.ppm;58;59;6;5;53;54;41
00002_00006.ppm;33;34;5;5;28;29;41
00006_00025.ppm;67;70;6;7;61;64;41
00000_00020.ppm;49;50;6;5;43;44;41
00005_00013.ppm;34;35;6;6;28;30;41
00003_00008.ppm;41;42;5;5;36;37;41
00001_00028.ppm;74;77;6;7;68;71;41
00004_00023.ppm;48;50;5;6;43;45;41
00005_00009.ppm;29;29;5;5;24;24;41
00004_00011.ppm;34;33;6;5;29;28;41
00006_00007.ppm;30;32;5;6;25;26;41
00007_00008.ppm;36;37;5;6;31;32;41
00004_00005.ppm;30;28;6;5;25;23;41
00005_00027.ppm;59;59;6;6;54;54;41
00003_00026.ppm;62;62;5;5;57;57;41
00004_00004.ppm;29;29;5;6;23;23;41
00005_00025.ppm;51;52;5;5;46;46;41
00005_00001.ppm;28;26;6;5;22;20;41
00004_00020.ppm;42;44;5;6;37;39;41
00002_00017.ppm;47;49;5;6;42;44;41
00001_00005.ppm;27;29;5;6;22;24;41
00003_00007.ppm;41;42;5;5;36;37;41
00002_00029.ppm;131;144;11;13;120;132;41
00007_00013.ppm;39;40;5;6;33;35;41
00003_00003.ppm;39;40;5;5;34;35;41
00003_00016.ppm;51;53;6;6;46;48;41
00002_00001.ppm;32;33;6;5;26;27;41
00002_00023.ppm;70;74;7;6;63;68;41
00007_00024.ppm;55;55;6;5;50;50;41
00006_00002.ppm;27;28;5;6;21;23;41
00001_00007.ppm;28;30;5;6;23;25;41
00007_00015.ppm;42;42;6;6;36;37;41
00001_00020.ppm;43;45;5;5;38;40;41
00005_00007.ppm;29;28;5;5;23;23;41
00001_00021.ppm;45;47;6;5;40;42;41
00001_00010.ppm;30;33;5;5;25;28;41
00006_00027.ppm;77;81;7;7;71;74;41
00002_00015.ppm;43;44;5;5;38;39;41
00001_00027.ppm;68;71;7;7;62;65;41
00002_00022.ppm;63;70;6;7;58;63;41
00005_00029.ppm;70;70;7;6;64;63;41
00004_00003.ppm;27;28;5;6;22;23;41
