Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00040_00024.ppm;81;81;8;7;74;74;1
00054_00008.ppm;45;42;6;5;39;36;1
00068_00004.ppm;27;28;5;5;22;23;1
00059_00003.ppm;35;35;5;5;30;30;1
00067_00022.ppm;60;61;5;6;55;56;1
00005_00028.ppm;63;63;5;6;57;57;1
00054_00015.ppm;50;50;5;6;45;45;1
00059_00027.ppm;94;97;8;8;86;89;1
00026_00024.ppm;96;95;9;8;88;87;1
00041_00029.ppm;77;77;7;7;71;71;1
00018_00013.ppm;57;56;6;6;52;51;1
00014_00020.ppm;46;46;5;5;40;41;1
00015_00017.ppm;44;44;5;5;39;38;1
00024_00011.ppm;28;28;6;6;23;23;1
00052_00028.ppm;101;101;8;9;92;92;1
00020_00005.ppm;47;52;5;5;42;47;1
00009_00006.ppm;33;34;6;6;28;29;1
00018_00006.ppm;45;46;6;5;40;41;1
00063_00025.ppm;72;71;6;6;66;65;1
00041_00022.ppm;62;63;6;6;57;58;1
00011_00011.ppm;37;36;6;5;32;31;1
00036_00005.ppm;33;35;5;6;28;30;1
00033_00013.ppm;37;37;6;6;32;32;1
00050_00005.ppm;40;37;6;5;35;32;1
00028_00010.ppm;32;39;5;6;26;34;1
00058_00017.ppm;52;50;6;6;47;45;1
00046_00012.ppm;50;49;6;5;45;44;1
00061_00029.ppm;62;67;5;6;57;61;1
00045_00022.ppm;73;73;7;7;67;67;1
00021_00019.ppm;39;42;5;6;34;37;1
00037_00026.ppm;71;71;6;7;65;65;1
00019_00027.ppm;56;55;6;5;51;50;1
00002_00027.ppm;70;68;6;7;64;62;1
00000_00027.ppm;105;107;10;9;96;98;1
00064_00007.ppm;30;30;5;6;25;25;1
00042_00018.ppm;51;52;5;5;46;47;1
00005_00001.ppm;29;30;5;5;24;25;1
00055_00003.ppm;52;59;5;6;47;54;1
00015_00009.ppm;33;34;6;6;27;28;1
00065_00020.ppm;53;54;6;5;47;49;1
00066_00021.ppm;71;69;7;6;64;62;1
00032_00009.ppm;39;38;6;5;33;32;1
00034_00011.ppm;38;37;6;5;33;32;1
00061_00017.ppm;41;45;5;6;36;40;1
00071_00014.ppm;49;49;6;6;44;44;1
00036_00029.ppm;92;88;8;7;84;81;1
