Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00069_00016.ppm;62;63;5;5;57;58;12
00040_00011.ppm;44;44;5;5;39;39;12
00019_00006.ppm;32;33;5;6;27;28;12
00030_00008.ppm;34;35;5;6;29;30;12
00039_00002.ppm;36;36;6;6;31;31;12
00064_00001.ppm;29;30;6;6;24;25;12
00001_00021.ppm;55;54;5;6;50;49;12
00067_00023.ppm;63;63;5;6;58;58;12
00054_00000.ppm;32;31;6;5;27;26;12
00035_00015.ppm;46;45;6;5;41;40;12
00046_00021.ppm;48;48;5;5;43;43;12
00015_00022.ppm;55;57;6;5;50;52;12
00033_00002.ppm;37;42;5;5;32;37;12
00059_00007.ppm;32;31;5;5;27;26;12
00055_00012.ppm;41;41;5;5;35;35;12
00053_00002.ppm;42;36;6;5;37;31;12
00021_00007.ppm;42;44;5;5;37;39;12
00016_00007.ppm;30;31;5;6;25;26;12
00031_00002.ppm;39;40;5;6;34;35;12
00045_00010.ppm;51;51;6;6;46;46;12
00035_00021.ppm;49;51;5;6;44;46;12
00065_00010.ppm;54;54;6;5;49;49;12
00014_00025.ppm;81;80;8;7;73;72;12
00029_00007.ppm;45;44;6;6;40;38;12
00054_00005.ppm;35;34;6;5;30;29;12
00010_00007.ppm;40;35;6;5;35;30;12
00038_00022.ppm;60;61;5;6;55;56;12
00013_00002.ppm;27;27;5;6;21;22;12
00026_00010.ppm;36;37;5;6;31;32;12
00066_00008.ppm;41;46;5;5;36;41;12
00061_00028.ppm;91;92;8;9;83;84;12
00002_00014.ppm;46;49;6;5;41;44;12
00000_00024.ppm;53;59;6;5;47;53;12
00042_00026.ppm;120;119;11;10;110;109;12
00031_00023.ppm;68;67;7;6;62;61;12
00015_00028.ppm;64;68;5;6;59;62;12
00001_00022.ppm;58;54;6;5;52;49;12
00002_00021.ppm;64;69;5;7;59;63;12
00050_00010.ppm;38;38;6;6;33;33;12
00057_00018.ppm;46;48;5;5;41;43;12
00049_00010.ppm;36;37;5;6;31;32;12
00046_00002.ppm;31;32;5;5;26;27;12
00012_00015.ppm;47;47;6;6;42;42;12
00001_00006.ppm;34;31;6;6;28;25;12
00031_00017.ppm;55;54;6;5;50;49;12
00036_00012.ppm;50;50;6;6;45;45;12
