Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00008_00028.ppm;140;124;12;10;128;114;29
00001_00022.ppm;81;73;7;7;74;67;29
00006_00009.ppm;37;34;6;5;32;28;29
00001_00020.ppm;71;63;6;5;65;58;29
00001_00002.ppm;38;34;5;5;32;29;29
00008_00018.ppm;68;61;6;6;62;56;29
00007_00025.ppm;81;80;8;8;74;73;29
00006_00004.ppm;31;30;5;6;26;25;29
00000_00011.ppm;33;47;5;6;28;42;29
00004_00014.ppm;53;49;6;6;48;44;29
00005_00001.ppm;34;32;5;6;28;26;29
00004_00029.ppm;141;132;13;11;129;121;29
00008_00000.ppm;39;36;6;5;34;31;29
00001_00005.ppm;40;37;6;6;35;32;29
00008_00019.ppm;72;63;6;6;65;58;29
00000_00004.ppm;31;41;5;6;26;36;29
00006_00006.ppm;32;31;5;5;27;26;29
00003_00015.ppm;58;54;5;5;53;49;29
00006_00021.ppm;55;51;5;6;50;46;29
00003_00007.ppm;49;42;6;5;44;37;29
00004_00005.ppm;38;38;5;5;33;33;29
00008_00010.ppm;50;46;5;5;45;41;29
00002_00026.ppm;74;70;6;6;68;64;29
00008_00001.ppm;40;38;6;6;35;33;29
00001_00024.ppm;94;84;9;8;86;77;29
00004_00024.ppm;75;70;7;6;69;64;29
00002_00003.ppm;38;36;5;5;33;31;29
00008_00021.ppm;80;71;7;7;72;65;29
00005_00025.ppm;94;82;9;7;86;74;29
00002_00001.ppm;38;35;6;6;33;30;29
00008_00020.ppm;74;68;6;7;68;62;29
00001_00010.ppm;47;44;6;6;41;38;29
00006_00008.ppm;35;32;6;6;29;27;29
00001_00001.ppm;37;34;6;6;32;29;29
00004_00006.ppm;38;38;5;5;33;33;29
00000_00019.ppm;46;71;6;6;41;65;29
00000_00003.ppm;31;40;5;6;26;35;29
00002_00016.ppm;51;47;5;6;46;42;29
00006_00016.ppm;43;42;6;5;38;37;29
00008_00026.ppm;113;98;10;8;103;90;29
00006_00017.ppm;46;44;5;5;41;39;29
00001_00004.ppm;40;37;6;6;35;32;29
00005_00018.ppm;55;50;5;5;50;45;29
00003_00021.ppm;76;71;7;7;70;65;29
00007_00027.ppm;93;92;8;8;84;84;29
00003_00025.ppm;92;84;9;8;84;77;29
00006_00001.ppm;29;28;5;5;24;23;29
