Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00004_00001.ppm;56;60;5;5;50;54;0
00001_00002.ppm;30;29;6;5;25;24;0
00005_00004.ppm;32;30;6;6;27;25;0
00000_00025.ppm;85;86;7;8;78;79;0
00004_00027.ppm;95;100;9;9;87;92;0
00004_00008.ppm;63;69;6;6;58;63;0
00004_00007.ppm;63;68;6;6;57;62;0
00003_00004.ppm;28;30;5;6;23;25;0
00001_00010.ppm;36;35;6;5;30;29;0
00005_00006.ppm;32;29;6;5;27;24;0
00003_00014.ppm;40;39;6;5;35;34;0
00006_00003.ppm;36;39;5;6;31;34;0
00006_00015.ppm;53;55;6;6;48;50;0
00000_00026.ppm;97;97;8;8;89;88;0
00004_00006.ppm;59;66;5;6;54;60;0
00002_00011.ppm;35;35;5;5;30;30;0
00003_00019.ppm;50;50;5;5;45;45;0
00000_00022.ppm;63;61;6;5;57;56;0
00003_00012.ppm;37;36;5;5;31;31;0
00001_00021.ppm;45;45;6;5;40;40;0
00001_00001.ppm;30;30;6;5;25;25;0
00003_00007.ppm;31;33;6;6;26;28;0
00005_00019.ppm;47;45;5;5;42;40;0
00000_00021.ppm;59;58;6;6;53;53;0
00006_00014.ppm;50;53;5;6;45;48;0
00003_00000.ppm;27;28;5;6;22;23;0
00004_00009.ppm;65;70;6;6;60;64;0
00000_00018.ppm;50;48;5;5;45;43;0
00003_00022.ppm;58;57;5;5;52;51;0
00005_00010.ppm;34;33;5;5;29;28;0
00003_00013.ppm;38;39;5;6;32;33;0
00004_00011.ppm;68;72;6;7;61;65;0
00000_00017.ppm;47;48;6;6;42;42;0
00006_00029.ppm;112;118;10;11;103;108;0
00002_00015.ppm;41;41;6;6;36;36;0
00003_00025.ppm;70;69;6;7;64;62;0
00003_00018.ppm;47;46;6;5;42;41;0
00005_00012.ppm;37;35;5;6;32;30;0
00005_00021.ppm;52;49;5;5;47;44;0
00006_00016.ppm;54;56;5;5;48;50;0
00003_00023.ppm;62;60;5;6;56;55;0
00001_00018.ppm;40;41;5;6;35;36;0
00002_00003.ppm;30;29;6;5;25;24;0
00005_00022.ppm;56;54;5;5;50;49;0
00005_00014.ppm;38;37;5;5;33;32;0
00000_00016.ppm;46;44;6;5;41;39;0
