Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00053_00006.ppm;41;40;6;5;36;35;10
00047_00015.ppm;35;36;6;6;30;31;10
00026_00018.ppm;38;37;6;5;33;32;10
00010_00024.ppm;52;52;6;6;47;47;10
00062_00023.ppm;49;48;6;5;44;43;10
00063_00014.ppm;35;36;5;5;29;30;10
00020_00022.ppm;43;42;6;5;38;37;10
00020_00002.ppm;30;27;5;5;24;22;10
00018_00019.ppm;51;50;6;5;46;45;10
00008_00025.ppm;63;63;5;5;58;58;10
00035_00004.ppm;31;29;6;5;26;23;10
00049_00009.ppm;34;34;5;6;28;29;10
00028_00020.ppm;42;42;6;6;37;37;10
00047_00007.ppm;30;30;5;6;24;25;10
00050_00027.ppm;58;56;5;5;53;51;10
00020_00025.ppm;47;48;5;6;42;43;10
00054_00021.ppm;51;50;6;5;46;45;10
00000_00005.ppm;38;39;5;6;33;34;10
00021_00029.ppm;121;120;10;10;111;110;10
00062_00009.ppm;33;34;6;6;28;29;10
00059_00005.ppm;34;34;5;5;29;29;10
00038_00013.ppm;34;35;6;6;29;30;10
00017_00001.ppm;28;29;5;6;23;24;10
00047_00010.ppm;34;33;6;5;29;28;10
00056_00019.ppm;41;42;5;6;36;37;10
00006_00010.ppm;35;37;5;6;30;31;10
00054_00003.ppm;32;33;5;6;27;28;10
00026_00007.ppm;30;31;5;6;25;26;10
00007_00008.ppm;36;38;5;6;31;33;10
00060_00015.ppm;37;33;6;5;31;28;10
00004_00012.ppm;31;32;5;6;26;27;10
00043_00026.ppm;54;59;5;6;49;54;10
00012_00024.ppm;47;47;5;5;42;42;10
00049_00023.ppm;47;48;5;6;42;43;10
00007_00021.ppm;58;57;6;5;53;52;10
00027_00007.ppm;31;33;6;6;26;28;10
00033_00027.ppm;62;56;5;5;57;51;10
00048_00010.ppm;34;35;5;6;28;29;10
00044_00007.ppm;30;31;6;6;25;26;10
00034_00008.ppm;33;31;6;6;28;26;10
00051_00002.ppm;34;34;5;6;29;29;10
00016_00021.ppm;45;44;6;5;40;39;10
00034_00000.ppm;27;25;6;5;22;20;10
00026_00024.ppm;44;45;5;6;39;40;10
00064_00023.ppm;43;45;5;6;38;40;10
00015_00009.ppm;34;35;5;5;29;30;10
