Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00006_00006.ppm;31;33;5;6;26;28;17
00011_00008.ppm;28;29;6;6;23;24;17
00008_00006.ppm;27;29;5;5;22;24;17
00027_00012.ppm;34;35;5;5;29;30;17
00029_00026.ppm;44;47;5;5;38;42;17
00030_00013.ppm;51;53;6;5;46;48;17
00027_00028.ppm;89;101;8;9;82;93;17
00023_00001.ppm;27;28;6;5;22;22;17
00028_00009.ppm;39;40;6;6;34;35;17
00018_00020.ppm;41;44;6;6;36;39;17
00009_00029.ppm;62;70;5;7;57;64;17
00036_00000.ppm;26;30;5;5;21;25;17
00004_00004.ppm;41;45;6;6;36;40;17
00007_00005.ppm;30;32;6;6;25;27;17
00018_00029.ppm;41;42;6;6;36;37;17
00020_00015.ppm;37;36;5;6;32;31;17
00023_00027.ppm;52;55;6;6;47;50;17
00001_00025.ppm;45;45;5;5;39;40;17
00008_00013.ppm;28;30;5;5;23;25;17
00003_00003.ppm;28;29;5;5;23;24;17
00026_00000.ppm;28;28;6;6;23;23;17
00009_00011.ppm;35;38;5;5;30;33;17
00006_00000.ppm;28;30;5;6;23;25;17
00015_00014.ppm;38;43;6;6;33;38;17
00028_00008.ppm;39;40;6;5;34;35;17
00004_00010.ppm;50;51;5;5;45;46;17
00029_00027.ppm;45;50;5;6;40;45;17
00018_00010.ppm;33;33;6;6;28;28;17
00000_00009.ppm;25;31;5;5;20;25;17
00034_00000.ppm;27;27;6;6;22;22;17
00024_00017.ppm;41;43;6;6;36;38;17
00011_00015.ppm;29;32;5;6;24;27;17
00023_00023.ppm;46;47;6;6;40;42;17
00036_00005.ppm;26;32;5;6;21;27;17
00002_00022.ppm;34;47;6;5;29;41;17
00022_00009.ppm;42;41;6;5;37;36;17
00030_00006.ppm;45;48;5;6;39;42;17
00007_00020.ppm;37;40;5;6;32;35;17
00011_00009.ppm;28;29;6;6;23;24;17
00002_00015.ppm;29;45;5;6;24;40;17
00009_00005.ppm;34;36;6;6;28;31;17
00022_00018.ppm;53;52;6;5;48;47;17
00016_00010.ppm;29;31;5;6;24;26;17
00002_00006.ppm;27;41;6;5;22;36;17
00035_00018.ppm;32;33;6;6;27;28;17
00003_00010.ppm;30;31;6;6;25;26;17
