Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00012_00009.ppm;56;56;5;5;51;51;36
00003_00011.ppm;33;34;5;6;28;29;36
00003_00019.ppm;45;44;6;5;40;39;36
00009_00010.ppm;30;31;5;5;25;26;36
00003_00007.ppm;30;30;6;6;25;25;36
00005_00002.ppm;30;30;5;5;25;25;36
00001_00018.ppm;46;45;6;5;40;40;36
00012_00002.ppm;56;56;6;6;51;51;36
00004_00007.ppm;34;34;6;5;29;29;36
00001_00001.ppm;33;31;6;5;28;26;36
00000_00013.ppm;47;48;5;6;42;43;36
00012_00029.ppm;85;86;8;8;78;79;36
00009_00008.ppm;30;29;6;5;25;24;36
00002_00013.ppm;44;43;5;5;38;38;36
00008_00026.ppm;76;80;6;8;70;73;36
00005_00014.ppm;40;41;5;6;35;36;36
00005_00011.ppm;37;37;5;5;32;32;36
00006_00002.ppm;29;30;5;6;24;25;36
00005_00029.ppm;77;75;7;7;71;69;36
00003_00001.ppm;28;28;6;6;23;23;36
00010_00003.ppm;31;32;6;5;26;27;36
00001_00025.ppm;62;64;6;6;57;59;36
00004_00003.ppm;30;32;5;6;24;26;36
00008_00023.ppm;58;59;6;6;53;54;36
00009_00017.ppm;37;38;5;5;32;33;36
00012_00007.ppm;55;55;5;5;50;49;36
00002_00012.ppm;40;39;5;5;34;34;36
00008_00008.ppm;31;32;6;5;26;27;36
00010_00029.ppm;85;86;7;7;78;79;36
00009_00003.ppm;27;29;6;6;22;24;36
00004_00009.ppm;36;37;5;6;31;32;36
00004_00008.ppm;35;35;6;6;30;30;36
00010_00027.ppm;67;68;6;6;61;62;36
00005_00025.ppm;63;62;5;5;58;56;36
00012_00014.ppm;57;56;5;5;51;51;36
00000_00004.ppm;33;33;5;5;27;28;36
00001_00008.ppm;36;34;5;6;30;29;36
00005_00010.ppm;37;36;6;5;32;31;36
00007_00008.ppm;32;32;6;5;27;27;36
00005_00007.ppm;35;35;6;6;30;30;36
00009_00023.ppm;52;53;6;6;46;47;36
00008_00016.ppm;39;40;6;6;34;35;36
00005_00018.ppm;47;47;5;5;42;42;36
00004_00024.ppm;46;48;6;6;41;43;36
00002_00026.ppm;69;70;6;6;63;64;36
00002_00009.ppm;37;36;6;5;32;31;36
00000_00026.ppm;57;58;5;5;52;53;36
