Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00040_00022.ppm;46;46;5;5;41;41;4
00006_00019.ppm;51;52;6;5;46;47;4
00063_00025.ppm;58;57;6;5;53;52;4
00023_00003.ppm;30;30;6;6;25;25;4
00001_00000.ppm;38;39;5;6;33;34;4
00006_00001.ppm;28;30;5;6;23;24;4
00052_00006.ppm;27;30;5;6;22;24;4
00015_00010.ppm;35;35;6;6;30;29;4
00003_00012.ppm;36;35;6;5;31;29;4
00038_00009.ppm;35;35;5;5;30;30;4
00031_00003.ppm;27;29;5;5;22;24;4
00023_00025.ppm;42;41;6;6;37;36;4
00008_00003.ppm;29;29;5;5;23;24;4
00043_00017.ppm;41;41;5;5;36;36;4
00007_00004.ppm;30;32;5;6;25;26;4
00061_00029.ppm;69;69;7;7;63;63;4
00037_00009.ppm;36;35;6;5;31;30;4
00065_00014.ppm;34;36;5;6;28;30;4
00053_00020.ppm;62;60;6;6;57;55;4
00042_00011.ppm;35;35;5;5;29;29;4
00011_00010.ppm;34;34;6;5;28;28;4
00021_00008.ppm;31;33;5;6;26;28;4
00023_00027.ppm;42;43;5;5;37;38;4
00044_00029.ppm;70;72;7;6;64;66;4
00035_00010.ppm;37;37;6;6;32;32;4
00042_00029.ppm;85;85;7;8;78;78;4
00041_00006.ppm;34;34;6;6;28;28;4
00017_00022.ppm;42;46;5;6;36;40;4
00011_00007.ppm;32;31;6;5;27;26;4
00004_00016.ppm;64;65;5;6;59;60;4
00051_00010.ppm;37;34;5;5;31;29;4
00030_00002.ppm;30;31;5;6;25;26;4
00063_00003.ppm;28;27;6;5;23;22;4
00039_00007.ppm;34;33;6;5;29;28;4
00003_00022.ppm;46;48;5;5;41;42;4
00060_00017.ppm;41;42;5;6;36;37;4
00050_00027.ppm;59;62;6;5;54;57;4
00003_00010.ppm;35;33;6;5;30;28;4
00034_00018.ppm;40;40;5;5;35;35;4
00057_00002.ppm;29;30;5;6;24;25;4
00012_00028.ppm;105;103;9;9;96;94;4
00047_00027.ppm;96;93;8;8;87;85;4
00012_00020.ppm;51;51;6;6;46;46;4
00024_00014.ppm;43;42;6;5;38;37;4
00020_00019.ppm;37;36;6;5;32;31;4
00061_00007.ppm;33;33;5;5;28;28;4
