Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00029_00013.ppm;40;40;6;6;35;35;8
00030_00028.ppm;48;47;5;5;43;42;8
00005_00017.ppm;41;42;6;5;36;37;8
00036_00023.ppm;70;69;7;6;64;63;8
00000_00027.ppm;53;56;6;5;48;51;8
00019_00019.ppm;53;53;5;5;48;48;8
00021_00006.ppm;29;29;5;6;24;23;8
00011_00016.ppm;43;43;6;6;38;38;8
00030_00027.ppm;48;45;6;5;42;40;8
00014_00024.ppm;61;61;6;5;56;56;8
00043_00014.ppm;37;35;5;6;32;30;8
00022_00009.ppm;35;34;6;6;30;28;8
00045_00022.ppm;57;58;5;6;52;53;8
00038_00008.ppm;32;37;5;6;27;32;8
00012_00022.ppm;58;58;5;5;53;53;8
00006_00022.ppm;46;46;6;6;41;41;8
00005_00027.ppm;59;60;6;6;54;55;8
00004_00020.ppm;46;45;5;5;41;40;8
00030_00017.ppm;35;34;6;6;30;29;8
00041_00010.ppm;38;38;5;5;33;33;8
00035_00018.ppm;42;43;5;6;37;38;8
00009_00019.ppm;43;42;6;5;38;37;8
00030_00019.ppm;36;36;5;6;31;31;8
00040_00021.ppm;41;41;5;5;36;36;8
00034_00016.ppm;45;48;5;5;40;42;8
00016_00029.ppm;62;64;6;6;57;59;8
00002_00028.ppm;92;81;9;7;84;74;8
00001_00000.ppm;27;27;6;5;22;22;8
00022_00016.ppm;41;39;6;5;36;34;8
00027_00010.ppm;31;29;6;6;25;24;8
00008_00022.ppm;47;46;6;5;42;41;8
00011_00028.ppm;81;81;8;8;74;74;8
00010_00005.ppm;32;33;5;6;27;28;8
00037_00016.ppm;38;38;5;5;33;33;8
00021_00001.ppm;27;26;5;6;22;21;8
00020_00003.ppm;36;35;6;5;31;30;8
00008_00001.ppm;32;31;6;5;27;26;8
00003_00009.ppm;33;33;5;5;27;27;8
00030_00003.ppm;28;26;6;5;22;21;8
00013_00013.ppm;44;44;5;5;39;39;8
00024_00011.ppm;37;36;6;5;32;31;8
00010_00016.ppm;42;41;6;5;37;36;8
00011_00003.ppm;33;33;6;6;28;28;8
00001_00027.ppm;77;73;7;6;71;67;8
00007_00015.ppm;40;41;5;6;35;36;8
00033_00001.ppm;28;28;6;5;23;23;8
