Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00002_00020.ppm;51;55;6;6;46;50;6
00007_00008.ppm;29;30;6;6;23;24;6
00005_00013.ppm;33;35;6;5;27;29;6
00004_00025.ppm;58;56;5;5;53;51;6
00012_00008.ppm;30;31;6;6;24;25;6
00002_00009.ppm;34;36;6;6;29;31;6
00006_00002.ppm;26;29;5;6;21;23;6
00013_00018.ppm;40;40;6;6;35;35;6
00002_00015.ppm;40;42;5;5;35;37;6
00008_00016.ppm;34;37;6;6;29;32;6
00000_00021.ppm;52;52;6;5;47;47;6
00004_00027.ppm;63;61;5;5;58;56;6
00008_00012.ppm;32;33;6;5;27;28;6
00013_00027.ppm;55;59;5;6;50;54;6
00010_00021.ppm;50;51;6;6;45;46;6
00000_00026.ppm;59;63;5;6;54;58;6
00007_00018.ppm;33;34;5;6;28;29;6
00012_00021.ppm;40;41;6;5;34;35;6
00011_00004.ppm;29;30;6;5;24;25;6
00010_00027.ppm;71;75;7;7;65;69;6
00006_00017.ppm;42;43;6;6;37;38;6
00012_00011.ppm;31;32;6;5;25;26;6
00012_00029.ppm;55;55;6;5;50;50;6
00001_00025.ppm;57;59;6;6;52;54;6
00007_00023.ppm;36;39;5;5;30;33;6
00012_00005.ppm;27;30;5;6;22;24;6
00008_00000.ppm;25;27;5;5;20;22;6
00012_00012.ppm;30;33;5;6;24;27;6
00013_00015.ppm;36;38;6;6;31;32;6
00002_00003.ppm;30;32;6;6;25;27;6
00003_00029.ppm;83;86;8;7;76;79;6
00006_00023.ppm;57;58;6;6;52;53;6
00002_00006.ppm;32;32;6;5;27;27;6
00002_00026.ppm;72;72;6;6;66;66;6
00004_00018.ppm;47;46;5;5;42;41;6
00010_00008.ppm;32;34;5;6;27;29;6
00008_00024.ppm;44;48;5;5;39;43;6
00001_00001.ppm;31;31;6;5;26;26;6
00006_00020.ppm;46;48;5;5;41;43;6
00002_00029.ppm;96;99;8;9;88;91;6
00003_00008.ppm;32;34;5;5;27;29;6
00001_00020.ppm;44;46;5;5;39;41;6
00002_00012.ppm;37;39;6;6;32;34;6
00009_00017.ppm;37;38;6;6;32;33;6
00005_00025.ppm;47;50;5;5;41;44;6
00002_00023.ppm;58;61;5;5;53;56;6
