Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00017_00024.ppm;64;58;6;5;59;53;18
00008_00014.ppm;69;62;6;6;63;56;18
00008_00009.ppm;62;55;6;6;56;50;18
00007_00014.ppm;76;68;6;6;69;62;18
00038_00002.ppm;40;39;6;5;35;34;18
00039_00020.ppm;65;61;6;6;60;56;18
00018_00027.ppm;111;98;9;8;102;90;18
00007_00001.ppm;57;52;5;6;51;46;18
00005_00019.ppm;118;105;11;9;108;96;18
00003_00004.ppm;43;42;5;5;38;37;18
00030_00003.ppm;31;29;6;6;26;24;18
00013_00021.ppm;53;53;5;5;48;48;18
00033_00024.ppm;119;109;11;10;109;100;18
00038_00016.ppm;55;55;6;6;50;50;18
00012_00001.ppm;36;38;5;6;31;33;18
00020_00008.ppm;73;68;7;7;66;62;18
00028_00022.ppm;63;67;5;6;58;61;18
00039_00018.ppm;60;56;6;6;54;50;18
00022_00018.ppm;85;83;8;7;77;76;18
00020_00009.ppm;74;69;7;6;68;62;18
00032_00023.ppm;91;92;8;9;83;84;18
00017_00020.ppm;53;49;6;6;48;44;18
00018_00021.ppm;82;71;7;6;75;65;18
00008_00027.ppm;105;91;10;8;96;83;18
00010_00010.ppm;84;74;8;7;77;68;18
00022_00025.ppm;112;110;10;9;102;100;18
00016_00014.ppm;40;35;6;5;34;30;18
00035_00021.ppm;58;53;6;6;53;48;18
00038_00014.ppm;54;54;5;5;49;49;18
00028_00025.ppm;74;83;7;8;68;76;18
00007_00029.ppm;158;140;13;12;145;128;18
00014_00007.ppm;40;39;6;5;35;34;18
00007_00026.ppm;130;113;11;10;118;104;18
00016_00003.ppm;31;28;5;6;25;23;18
00030_00009.ppm;34;32;5;6;29;27;18
00013_00018.ppm;49;50;5;6;44;45;18
00027_00027.ppm;123;113;10;10;113;104;18
00005_00021.ppm;122;112;11;10;112;103;18
00029_00003.ppm;33;33;5;6;28;27;18
00002_00027.ppm;84;76;8;7;77;70;18
00034_00004.ppm;35;33;5;6;30;28;18
00006_00023.ppm;81;72;7;6;74;66;18
00013_00004.ppm;42;42;6;6;37;37;18
00037_00008.ppm;47;46;6;5;42;41;18
00011_00008.ppm;33;31;5;5;28;26;18
00004_00004.ppm;68;60;6;6;62;55;18
