Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00010_00005.ppm;29;29;6;6;24;24;15
00017_00010.ppm;40;38;6;5;34;33;15
00010_00015.ppm;36;36;5;5;31;31;15
00013_00029.ppm;80;83;7;7;72;75;15
00009_00022.ppm;62;61;6;5;57;56;15
00010_00016.ppm;37;37;5;5;32;32;15
00018_00024.ppm;113;136;10;12;103;124;15
00007_00014.ppm;36;37;6;5;30;31;15
00014_00002.ppm;28;33;5;5;23;27;15
00001_00029.ppm;97;164;8;14;89;150;15
00016_00014.ppm;34;36;5;6;29;31;15
00005_00021.ppm;43;43;5;5;38;38;15
00005_00029.ppm;75;74;7;6;69;68;15
00017_00015.ppm;42;42;5;5;37;37;15
00018_00000.ppm;87;101;8;9;80;93;15
00013_00028.ppm;75;77;7;7;69;71;15
00020_00025.ppm;62;63;5;5;57;58;15
00002_00003.ppm;31;35;6;5;26;30;15
00006_00027.ppm;73;74;7;7;67;68;15
00000_00000.ppm;42;41;6;5;37;36;15
00003_00022.ppm;40;44;5;6;35;39;15
00011_00029.ppm;83;85;8;8;76;78;15
00019_00016.ppm;30;30;5;5;25;25;15
00010_00000.ppm;27;27;6;6;22;22;15
00005_00028.ppm;64;65;5;6;59;60;15
00004_00022.ppm;51;52;5;5;46;47;15
00000_00013.ppm;47;49;6;6;42;44;15
00009_00017.ppm;51;52;5;6;46;47;15
00009_00019.ppm;56;56;5;5;51;51;15
00009_00029.ppm;84;85;7;8;77;78;15
00010_00028.ppm;101;96;9;8;93;88;15
00017_00001.ppm;32;33;6;6;27;28;15
00020_00006.ppm;28;29;5;6;23;24;15
00011_00011.ppm;46;53;5;6;41;48;15
00007_00006.ppm;29;31;6;5;24;26;15
00000_00016.ppm;49;50;5;5;44;45;15
00011_00022.ppm;59;62;6;5;54;57;15
00013_00027.ppm;65;73;6;7;60;66;15
00006_00000.ppm;27;27;6;6;21;22;15
00003_00002.ppm;28;31;5;5;23;26;15
00012_00020.ppm;43;47;6;5;38;42;15
00000_00014.ppm;47;50;5;6;42;45;15
00009_00020.ppm;56;56;5;5;51;51;15
00003_00021.ppm;40;43;6;6;35;38;15
00020_00002.ppm;28;27;6;5;22;21;15
00016_00027.ppm;60;60;6;5;55;55;15
