Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00048_00010.ppm;38;44;6;6;33;39;25
00023_00012.ppm;55;55;6;6;50;50;25
00018_00004.ppm;33;30;5;5;28;25;25
00041_00028.ppm;149;135;13;12;137;124;25
00017_00029.ppm;137;124;12;11;125;114;25
00046_00017.ppm;55;55;5;6;50;50;25
00017_00023.ppm;77;72;7;7;71;66;25
00000_00027.ppm;107;98;10;9;98;90;25
00033_00016.ppm;51;48;6;6;45;43;25
00043_00027.ppm;116;105;11;9;106;96;25
00041_00027.ppm;132;120;12;11;121;110;25
00026_00019.ppm;52;52;5;6;47;47;25
00015_00014.ppm;55;50;5;5;49;45;25
00005_00022.ppm;68;63;6;6;62;58;25
00016_00009.ppm;37;36;5;5;31;31;25
00037_00021.ppm;58;53;5;6;53;48;25
00028_00012.ppm;60;58;5;5;55;53;25
00013_00007.ppm;31;32;5;6;26;27;25
00017_00009.ppm;38;38;5;5;33;32;25
00031_00014.ppm;44;42;5;6;39;37;25
00004_00013.ppm;45;41;5;5;40;36;25
00019_00002.ppm;45;43;6;6;40;38;25
00022_00019.ppm;76;69;6;6;70;63;25
00045_00015.ppm;47;40;6;5;42;35;25
00041_00008.ppm;47;43;5;5;42;38;25
00030_00018.ppm;83;74;7;6;76;68;25
00003_00000.ppm;54;59;5;6;49;54;25
00039_00026.ppm;101;92;9;8;93;84;25
00023_00028.ppm;135;136;11;12;124;125;25
00048_00011.ppm;39;47;5;5;34;42;25
00029_00012.ppm;62;57;5;5;57;52;25
00045_00023.ppm;57;53;6;6;52;48;25
00001_00014.ppm;87;83;8;8;80;76;25
00030_00012.ppm;68;60;7;5;62;55;25
00023_00013.ppm;56;56;6;6;51;51;25
00039_00012.ppm;37;37;5;6;32;32;25
00037_00005.ppm;34;31;5;6;29;26;25
00004_00026.ppm;70;62;7;6;64;57;25
00030_00007.ppm;57;51;6;5;52;46;25
00030_00014.ppm;72;64;7;5;66;59;25
00033_00000.ppm;34;34;6;6;29;29;25
00035_00018.ppm;48;42;6;5;43;37;25
00025_00010.ppm;41;37;6;6;36;32;25
00028_00013.ppm;61;60;5;6;56;55;25
00016_00021.ppm;54;52;5;5;48;47;25
00000_00014.ppm;57;56;6;6;52;51;25
00022_00025.ppm;124;116;11;11;114;106;25
