Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00029_00010.ppm;32;31;6;5;27;25;3
00035_00022.ppm;53;53;6;6;48;48;3
00033_00004.ppm;29;30;6;6;24;25;3
00009_00017.ppm;42;43;6;6;37;38;3
00015_00000.ppm;29;28;6;5;24;23;3
00001_00015.ppm;37;37;6;6;32;32;3
00024_00012.ppm;31;28;5;5;26;23;3
00014_00009.ppm;33;32;6;6;27;27;3
00038_00005.ppm;28;28;6;5;23;23;3
00022_00004.ppm;29;30;5;5;24;25;3
00004_00012.ppm;36;36;5;5;31;30;3
00003_00018.ppm;43;42;6;5;38;37;3
00044_00014.ppm;37;37;5;5;32;32;3
00040_00025.ppm;42;42;6;5;37;37;3
00008_00002.ppm;29;31;5;6;24;26;3
00015_00022.ppm;38;39;5;6;33;34;3
00038_00011.ppm;32;32;5;5;27;27;3
00016_00013.ppm;39;40;6;6;34;35;3
00040_00006.ppm;32;33;6;6;27;28;3
00000_00012.ppm;35;34;6;5;30;29;3
00028_00028.ppm;55;59;5;5;50;54;3
00001_00006.ppm;32;31;6;5;27;26;3
00012_00011.ppm;36;36;6;5;31;31;3
00026_00012.ppm;33;33;6;6;28;28;3
00038_00012.ppm;34;35;5;6;29;30;3
00000_00024.ppm;55;57;5;6;50;52;3
00020_00014.ppm;38;38;5;5;33;33;3
00035_00008.ppm;32;34;5;5;26;28;3
00028_00008.ppm;29;32;5;6;23;26;3
00045_00005.ppm;32;32;6;6;27;27;3
00027_00014.ppm;35;34;6;5;30;29;3
00021_00017.ppm;43;46;5;6;38;41;3
00006_00016.ppm;58;60;6;5;53;55;3
00045_00024.ppm;74;74;7;7;68;68;3
00008_00019.ppm;47;47;5;5;42;42;3
00032_00022.ppm;83;87;7;8;75;80;3
00037_00013.ppm;35;38;5;6;30;33;3
00029_00015.ppm;37;36;5;6;31;31;3
00018_00028.ppm;106;107;9;10;97;98;3
00030_00008.ppm;31;31;6;5;26;26;3
00023_00010.ppm;34;35;5;5;29;30;3
00044_00010.ppm;31;32;5;5;26;27;3
00026_00003.ppm;27;28;5;6;22;23;3
00029_00009.ppm;30;29;5;5;25;24;3
00019_00019.ppm;43;43;5;6;38;38;3
00016_00003.ppm;34;36;5;6;29;31;3
